complaint_text,rating,date,source,product,company_size,user_id
Loading tickets takes too much time. This has impacted our daily operations.,1,2024-09-22,play_store,Vision Helpdesk - Satellite Desk,Mid-Market,
Interface is laggy and inefficient. It’s very frustrating to deal with.,1,2023-04-22,capterra,Vision Helpdesk - Service Desk,Mid-Market,
Interface is laggy and inefficient. This has impacted our daily operations.,2,2024-09-22,g2,Vision Helpdesk - Live Chat,Mid-Market,
System performance drops with more users. This has impacted our daily operations.,1,2023-07-19,g2,Vision Helpdesk - Live Chat,Mid-Market,
Interface is laggy and inefficient. We expected much better reliability.,2,2023-02-10,g2,Vision Helpdesk - Service Desk,Mid-Market,
The platform is very slow during peak hours.,1,2024-01-09,capterra,Vision Helpdesk - Satellite Desk,Mid-Market,
Interface is laggy and inefficient.,2,2023-05-03,g2,Vision Helpdesk - Help Desk,,
Loading tickets takes too much time. This has impacted our daily operations.,1,2023-09-14,play_store,Vision Helpdesk - Live Chat,Mid-Market,
The product lacks modern functionality. This has impacted our daily operations.,1,2023-09-01,softwareadvice,Vision Helpdesk - Help Desk,Enterprise,
The product lacks modern functionality. We expected much better reliability.,2,2024-11-01,g2,Vision Helpdesk - Live Chat,Enterprise,
Customization options are very limited. This has impacted our daily operations.,1,2023-07-06,capterra,Vision Helpdesk - Service Desk,Enterprise,
Customization options are very limited.,2,2023-04-02,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
The product lacks modern functionality. We expected much better reliability.,2,2024-11-29,g2,Vision Helpdesk - Live Chat,Enterprise,
Customization options are very limited. This has impacted our daily operations.,2,2023-08-28,capterra,Vision Helpdesk - Live Chat,Enterprise,
Customization options are very limited. It’s very frustrating to deal with.,2,2023-07-09,capterra,Vision Helpdesk - Satellite Desk,Enterprise,
Important features are missing. This has impacted our daily operations.,1,2023-12-14,capterra,Vision Helpdesk - Help Desk,Mid-Market,
Customization options are very limited.,1,2024-09-27,capterra,Vision Helpdesk - Live Chat,Mid-Market,
The product lacks modern functionality.,2,2024-08-20,capterra,Vision Helpdesk - Help Desk,,
The UI is outdated and hard to use. It’s very frustrating to deal with.,1,2024-01-05,g2,Vision Helpdesk - Live Chat,Small Business,
The UI is outdated and hard to use. This has impacted our daily operations.,2,2024-12-25,play_store,Vision Helpdesk - Live Chat,,
The UI is outdated and hard to use. We expected much better reliability.,1,2024-10-14,softwareadvice,Vision Helpdesk - Satellite Desk,Small Business,
Important features are missing.,1,2024-06-28,capterra,Vision Helpdesk - Live Chat,Small Business,
The product lacks modern functionality. We expected much better reliability.,1,2024-01-17,g2,Vision Helpdesk - Help Desk,Small Business,
Customization options are very limited. We expected much better reliability.,2,2024-09-05,g2,Vision Helpdesk - Help Desk,Enterprise,
Customization options are very limited.,2,2023-09-06,g2,Vision Helpdesk - Satellite Desk,Mid-Market,
Navigation is confusing and unintuitive. It’s very frustrating to deal with.,2,2024-11-01,play_store,Vision Helpdesk - Live Chat,Small Business,
The UI is outdated and hard to use. It’s very frustrating to deal with.,1,2024-11-02,capterra,Vision Helpdesk - Live Chat,Enterprise,
Customization options are very limited. It’s very frustrating to deal with.,2,2023-03-30,play_store,Vision Helpdesk - Satellite Desk,,
Important features are missing.,2,2023-02-22,play_store,Vision Helpdesk - Help Desk,Enterprise,
Navigation is confusing and unintuitive.,2,2024-04-23,play_store,Vision Helpdesk - Service Desk,Enterprise,
Navigation is confusing and unintuitive. We expected much better reliability.,1,2023-09-13,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
Customization options are very limited. We expected much better reliability.,1,2023-04-08,capterra,Vision Helpdesk - Satellite Desk,,
Customization options are very limited. It’s very frustrating to deal with.,1,2023-06-14,softwareadvice,Vision Helpdesk - Service Desk,Mid-Market,
The product lacks modern functionality. This has impacted our daily operations.,1,2023-08-23,softwareadvice,Vision Helpdesk - Help Desk,,
Important features are missing.,2,2023-08-25,softwareadvice,Vision Helpdesk - Satellite Desk,,
Important features are missing. It’s very frustrating to deal with.,1,2023-08-25,softwareadvice,Vision Helpdesk - Live Chat,,
Navigation is confusing and unintuitive. This has impacted our daily operations.,2,2023-10-12,play_store,Vision Helpdesk - Satellite Desk,,
The product lacks modern functionality. It’s very frustrating to deal with.,2,2024-11-07,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
The product lacks modern functionality. It’s very frustrating to deal with.,1,2023-09-23,capterra,Vision Helpdesk - Satellite Desk,Mid-Market,
Navigation is confusing and unintuitive. We expected much better reliability.,2,2023-11-03,softwareadvice,Vision Helpdesk - Live Chat,,
Important features are missing.,2,2024-12-05,capterra,Vision Helpdesk - Satellite Desk,Enterprise,
The UI is outdated and hard to use.,2,2024-11-04,softwareadvice,Vision Helpdesk - Help Desk,,
Navigation is confusing and unintuitive.,1,2023-02-01,g2,Vision Helpdesk - Service Desk,,
Important features are missing. This has impacted our daily operations.,2,2023-07-20,capterra,Vision Helpdesk - Satellite Desk,Mid-Market,
Important features are missing.,1,2023-08-30,g2,Vision Helpdesk - Satellite Desk,Enterprise,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-11-21,capterra,Vision Helpdesk - Satellite Desk,Enterprise,
Customization options are very limited. This has impacted our daily operations.,1,2024-03-23,g2,Vision Helpdesk - Satellite Desk,Mid-Market,
The UI is outdated and hard to use. We expected much better reliability.,1,2024-07-10,capterra,Vision Helpdesk - Live Chat,Mid-Market,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-08-17,g2,Vision Helpdesk - Live Chat,,
The UI is outdated and hard to use. It’s very frustrating to deal with.,2,2023-11-10,play_store,Vision Helpdesk - Service Desk,,
The product lacks modern functionality. We expected much better reliability.,1,2024-11-26,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
Navigation is confusing and unintuitive.,2,2024-07-03,g2,Vision Helpdesk - Satellite Desk,Enterprise,
The product lacks modern functionality. We expected much better reliability.,1,2024-12-13,softwareadvice,Vision Helpdesk - Help Desk,Mid-Market,
Navigation is confusing and unintuitive.,1,2023-01-11,g2,Vision Helpdesk - Live Chat,Mid-Market,
Important features are missing. We expected much better reliability.,2,2024-08-28,capterra,Vision Helpdesk - Service Desk,Mid-Market,
The product lacks modern functionality. It’s very frustrating to deal with.,2,2023-03-17,capterra,Vision Helpdesk - Live Chat,,
The UI is outdated and hard to use. It’s very frustrating to deal with.,1,2023-09-22,capterra,Vision Helpdesk - Service Desk,,
Important features are missing. This has impacted our daily operations.,1,2023-09-23,softwareadvice,Vision Helpdesk - Help Desk,,
Important features are missing. It’s very frustrating to deal with.,2,2024-04-20,softwareadvice,Vision Helpdesk - Service Desk,Mid-Market,
Important features are missing. We expected much better reliability.,2,2024-11-20,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
The product lacks modern functionality. This has impacted our daily operations.,2,2024-12-29,g2,Vision Helpdesk - Live Chat,Mid-Market,
The product lacks modern functionality. It’s very frustrating to deal with.,2,2024-02-17,capterra,Vision Helpdesk - Service Desk,Small Business,
The UI is outdated and hard to use.,1,2024-08-06,softwareadvice,Vision Helpdesk - Satellite Desk,Mid-Market,
Important features are missing. We expected much better reliability.,1,2024-09-11,play_store,Vision Helpdesk - Live Chat,Mid-Market,
Customization options are very limited. We expected much better reliability.,1,2024-11-09,capterra,Vision Helpdesk - Satellite Desk,Enterprise,
The product lacks modern functionality. It’s very frustrating to deal with.,2,2023-04-03,play_store,Vision Helpdesk - Help Desk,,
Navigation is confusing and unintuitive. This has impacted our daily operations.,1,2023-06-21,g2,Vision Helpdesk - Live Chat,,
The UI is outdated and hard to use. This has impacted our daily operations.,2,2023-06-13,softwareadvice,Vision Helpdesk - Live Chat,,
Customization options are very limited. We expected much better reliability.,1,2023-03-01,g2,Vision Helpdesk - Satellite Desk,,
The product lacks modern functionality.,2,2024-05-05,capterra,Vision Helpdesk - Help Desk,Small Business,
Important features are missing. This has impacted our daily operations.,2,2024-12-07,capterra,Vision Helpdesk - Service Desk,Mid-Market,
The UI is outdated and hard to use. We expected much better reliability.,1,2024-06-29,capterra,Vision Helpdesk - Help Desk,Mid-Market,
Important features are missing.,1,2024-03-27,play_store,Vision Helpdesk - Help Desk,,
Navigation is confusing and unintuitive. It’s very frustrating to deal with.,1,2023-06-03,capterra,Vision Helpdesk - Help Desk,,
The UI is outdated and hard to use. It’s very frustrating to deal with.,2,2024-08-26,capterra,Vision Helpdesk - Service Desk,,
Important features are missing. It’s very frustrating to deal with.,2,2023-04-17,capterra,Vision Helpdesk - Live Chat,Small Business,
The product lacks modern functionality. This has impacted our daily operations.,2,2024-03-15,play_store,Vision Helpdesk - Service Desk,Small Business,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-09-04,softwareadvice,Vision Helpdesk - Live Chat,Mid-Market,
The product lacks modern functionality.,2,2024-08-19,capterra,Vision Helpdesk - Live Chat,,
The product lacks modern functionality. It’s very frustrating to deal with.,1,2024-04-05,g2,Vision Helpdesk - Satellite Desk,,
Navigation is confusing and unintuitive. We expected much better reliability.,2,2023-10-23,softwareadvice,Vision Helpdesk - Service Desk,Small Business,
The product lacks modern functionality.,1,2024-05-07,softwareadvice,Vision Helpdesk - Help Desk,,
Customization options are very limited. It’s very frustrating to deal with.,2,2024-06-05,softwareadvice,Vision Helpdesk - Service Desk,Mid-Market,
Navigation is confusing and unintuitive. It’s very frustrating to deal with.,2,2024-06-08,capterra,Vision Helpdesk - Help Desk,,
The UI is outdated and hard to use. It’s very frustrating to deal with.,2,2023-04-09,play_store,Vision Helpdesk - Help Desk,Enterprise,
Customization options are very limited.,1,2023-02-18,g2,Vision Helpdesk - Satellite Desk,Mid-Market,
Navigation is confusing and unintuitive.,1,2023-08-21,play_store,Vision Helpdesk - Live Chat,Mid-Market,
Navigation is confusing and unintuitive.,2,2024-12-31,play_store,Vision Helpdesk - Satellite Desk,Small Business,
Customization options are very limited. It’s very frustrating to deal with.,2,2023-03-23,softwareadvice,Vision Helpdesk - Live Chat,Mid-Market,
The product lacks modern functionality. This has impacted our daily operations.,1,2024-06-27,softwareadvice,Vision Helpdesk - Satellite Desk,Enterprise,
The UI is outdated and hard to use. It’s very frustrating to deal with.,2,2023-09-10,g2,Vision Helpdesk - Live Chat,Enterprise,
Navigation is confusing and unintuitive.,1,2024-08-15,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
Important features are missing. We expected much better reliability.,1,2023-09-22,play_store,Vision Helpdesk - Live Chat,Enterprise,
Important features are missing. We expected much better reliability.,2,2024-07-16,g2,Vision Helpdesk - Help Desk,Mid-Market,
The product lacks modern functionality. We expected much better reliability.,2,2024-01-24,play_store,Vision Helpdesk - Satellite Desk,Mid-Market,
The product lacks modern functionality. It’s very frustrating to deal with.,1,2024-02-19,capterra,Vision Helpdesk - Help Desk,Small Business,
Customization options are very limited. It’s very frustrating to deal with.,1,2024-06-02,softwareadvice,Vision Helpdesk - Help Desk,Small Business,
Customization options are very limited.,1,2023-01-09,capterra,Vision Helpdesk - Satellite Desk,Small Business,
Important features are missing. This has impacted our daily operations.,2,2024-04-29,play_store,Vision Helpdesk - Satellite Desk,,
The product lacks modern functionality.,1,2023-06-18,softwareadvice,Vision Helpdesk - Help Desk,,
Navigation is confusing and unintuitive. It’s very frustrating to deal with.,2,2023-05-19,g2,Vision Helpdesk - Help Desk,,
Customization options are very limited. We expected much better reliability.,2,2023-07-10,capterra,Vision Helpdesk - Help Desk,Small Business,
Customization options are very limited. We expected much better reliability.,2,2024-09-15,g2,Vision Helpdesk - Help Desk,Small Business,
The UI is outdated and hard to use. It’s very frustrating to deal with.,2,2024-03-12,softwareadvice,Vision Helpdesk - Service Desk,,
The UI is outdated and hard to use. This has impacted our daily operations.,2,2023-05-23,capterra,Vision Helpdesk - Satellite Desk,Mid-Market,
Navigation is confusing and unintuitive. This has impacted our daily operations.,2,2023-11-03,softwareadvice,Vision Helpdesk - Service Desk,,
The product lacks modern functionality. We expected much better reliability.,2,2023-12-18,g2,Vision Helpdesk - Service Desk,,
The UI is outdated and hard to use. We expected much better reliability.,2,2024-09-21,capterra,Vision Helpdesk - Help Desk,Mid-Market,
Important features are missing. This has impacted our daily operations.,2,2024-07-11,play_store,Vision Helpdesk - Live Chat,Small Business,
Customization options are very limited. It’s very frustrating to deal with.,2,2024-05-08,softwareadvice,Vision Helpdesk - Help Desk,Mid-Market,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-05-21,capterra,Vision Helpdesk - Live Chat,Small Business,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-09-29,capterra,Vision Helpdesk - Satellite Desk,Mid-Market,
The product lacks modern functionality. It’s very frustrating to deal with.,1,2024-06-03,play_store,Vision Helpdesk - Satellite Desk,Enterprise,
The product lacks modern functionality. It’s very frustrating to deal with.,2,2024-01-24,g2,Vision Helpdesk - Service Desk,Mid-Market,
The UI is outdated and hard to use. We expected much better reliability.,1,2024-05-10,play_store,Vision Helpdesk - Service Desk,Mid-Market,
Navigation is confusing and unintuitive. We expected much better reliability.,1,2024-09-02,play_store,Vision Helpdesk - Live Chat,Enterprise,
Customization options are very limited. It’s very frustrating to deal with.,2,2023-10-18,g2,Vision Helpdesk - Service Desk,,
The product lacks modern functionality.,1,2024-01-11,play_store,Vision Helpdesk - Service Desk,,
The UI is outdated and hard to use. This has impacted our daily operations.,1,2023-05-30,capterra,Vision Helpdesk - Help Desk,Small Business,
The product lacks modern functionality.,2,2023-05-23,g2,Vision Helpdesk - Help Desk,Enterprise,
The product lacks modern functionality. This has impacted our daily operations.,2,2024-10-19,play_store,Vision Helpdesk - Service Desk,Enterprise,
The UI is outdated and hard to use. It’s very frustrating to deal with.,1,2023-06-01,capterra,Vision Helpdesk - Live Chat,Mid-Market,
Customization options are very limited.,1,2023-05-29,capterra,Vision Helpdesk - Service Desk,Mid-Market,
Important features are missing.,1,2023-03-22,g2,Vision Helpdesk - Satellite Desk,Mid-Market,
Important features are missing. This has impacted our daily operations.,2,2024-04-08,g2,Vision Helpdesk - Help Desk,Small Business,
The product lacks modern functionality. It’s very frustrating to deal with.,1,2024-09-11,play_store,Vision Helpdesk - Service Desk,Mid-Market,
Important features are missing. We expected much better reliability.,1,2023-01-26,softwareadvice,Vision Helpdesk - Service Desk,Enterprise,
Important features are missing. This has impacted our daily operations.,2,2023-01-07,play_store,Vision Helpdesk - Live Chat,,
